Text,Label,corrected_label,emotion
Are you sure?,5,5,neutral
I mean we've gone through all of this.  I've been to five people already who--,6,6,sadness
"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",6,6,sadness
"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",5,6,sadness
"Yes, lots of really like -- sentimental value only, but--",6,6,sadness
Sentimental value.,6,6,sadness
--really important stuff.,6,6,sadness
"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",6,6,sadness
"That's not going to cut it. Like, Really, I really need to get this bag back.",6,6,sadness
"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",6,6,sadness
Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,5,5,neutral
"Well, you know, sometimes that's--really, I mean what else could we do?",5,5,neutral
Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,6,5,neutral
Obviously ma'am.,6,6,sadness
"I am sorry, ma'am.",6,0,surprise
"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",6,6,sadness
"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",5,5,neutral
"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",5,5,neutral
"Well, if I knew that, then I'd know where it was, wouldn't I?",5,6,sadness
"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",6,1,joy
"Well, we're talking about one bag.  You personally made it here, didn't you?",5,6,sadness
"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",6,1,joy
That's what the cost of the ticket was for.,6,6,sadness
"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",6,6,sadness
"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",6,6,sadness
"Right. Yes, ma'am.",6,6,sadness
And that you're going to transport them safely from one place to another.,6,6,sadness
"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",6,6,sadness
"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",5,5,neutral
"Well, I understand that.  Did you buy flight insurance?",5,5,neutral
"Well, my hands are really tied then.",6,6,sadness
Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,5,5,neutral
"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",6,6,sadness
"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",6,6,sadness
"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",5,6,sadness
Because they made me check it.  It's too heavy.,3,0,surprise
"Uh, so it was really heavy.",6,7,disgust
"So I would have carried it on, but they made me check it and then they lost it.",3,0,surprise
"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",6,6,sadness
There's nothing else you can do?,5,6,sadness
"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",6,0,surprise
I don't believe that for a second.,6,5,neutral
Well I don't know why you wouldn't believe that.,6,5,neutral
"Obviously, I'm doing everything that I can here.",6,6,sadness
"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",6,6,sadness
"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",6,6,sadness
What do you mean as you can?  Who makes up these rules?,5,5,neutral
makes up?,5,5,neutral
You're an autono- autonomous human being.  You could- You could go into the com-,6,6,sadness
"The airline makes these rules, mom ma'am.",6,6,sadness
You could go into the computer and- you know- print-,6,6,sadness
I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.,6,6,sadness
"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",5,6,sadness
"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.",6,6,sadness
And you have no guarantee.,6,6,sadness
"I have no guarantee, absolutely not.",6,6,sadness
How can I guarantee finding your luggage when it's lost?,5,3,anger
"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",6,6,sadness
"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?",5,6,sadness
"Oh, come on.  Would you cut it out?  This is ridiculous.",5,3,anger
"Well, it sounds to me like you're being ridiculous",6,7,disgust
"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",6,6,sadness
It's not like I can go to Kmart and buy another.,6,6,sadness
"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",6,0,surprise
"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",2,0,surprise
okay fine.,6,3,anger
So you'd like the fifty dollar voucher?,5,6,sadness
"Yeah, I'll take your fifty dollar voucher.",6,6,sadness
"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",6,6,sadness
You have a wonderful day.,6,1,joy
What's wrong Melissa?,5,3,anger
A good friend of mine passed away the other day.,6,0,surprise
"Oh no, I'm so sorry. What happened?",5,0,surprise
"Oh they had some pretty progressive cancer,",6,6,sadness
"metastasized and it was old and they knew that it wasn't looking good, but-",6,6,sadness
That's the worst.  I'm so sorry.  Did you know him well?,5,7,disgust
Yeah.  We were.  Pretty close.,6,5,neutral
"I am so sorry,  It's-",6,0,surprise
It's the worst when they go like that. [GARBAGE] Was he young?,5,7,disgust
Kind of.,6,7,disgust
"It's hard to watch when it's painful for them, you know.",6,0,surprise
"Absolutely, absolutely.",6,6,sadness
It's the think,6,6,sadness
"I just, I don't know.",6,5,neutral
There's no reason for it.,6,3,anger
And he could of...  He was pretty awesome,6,5,neutral
Yeah?  What'd he do?  What did they do?  How'd you know him?,5,5,neutral
"Uh,  We grew up together.",6,6,sadness
"Is he an actor too, or-?",5,6,sadness
"Yeah, he kind of did a lot of things, but we acted together, sometimes.",6,6,sadness
"I feel really bad for his family, you know.",6,0,surprise
"Yes of course, of course.",6,6,sadness
"It must be really, really hard to lose a child.",6,0,surprise
Was he very close to his family?,5,6,sadness
"Yeah.  And they were really supportive, like through the whole process, but-",6,1,joy
I can't imagine what his- what his parents are going through.,6,5,neutral
Of course not.  You have no idea what it's like to lose a kid.,6,6,sadness
"Yeah, I'm just going to miss him.",6,0,surprise
"Of course. If there's anything I can do, you just let me know.  Okay?",5,6,sadness
Is there a funeral planned? or-,5,6,sadness
"Yeah, they're going to do some sort of memorial service or something.",6,6,sadness
"Cool, Well, If you want me to go with you, I will.",6,6,sadness
No problem.,6,6,sadness
"It's really bizarre, you know, when you know somebody really well, and then...",6,5,neutral
something happens and they die and it's like-,6,6,sadness
"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",6,5,neutral
"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",6,7,disgust
"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess.",6,6,sadness
That's the best way to put it.,6,6,sadness
It's hard to say good-bye.,6,0,surprise
Absolutely.,6,6,sadness
"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",0,0,surprise
yeah yeah.,6,6,sadness
So guess what.,6,6,sadness
what,6,6,sadness
I got into college.,6,1,joy
"Shut up.  What'd you get, where'd you get accepted to? please",5,3,anger
"Oh, sweet.",2,1,joy
So you're not going to leave me.,6,3,anger
"oh, good good good good good good.",6,1,joy
I'll stay in town.,6,1,joy
Are you going to live on campus?  Where are you going to live?,5,5,neutral
Uh- I don't know.,6,5,neutral
Uh! stay over here.  Like travel to school. because you are so close to me,5,1,joy
"Well, I don't want to, I don't want to live with my mom.",6,0,surprise
"Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together.",6,6,sadness
Whoa.  What an idea.  Where would you want to live?,5,5,neutral
"I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",6,0,surprise
That's fine.  You don't have to go to school to live near U.S.C..,6,6,sadness
But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.,2,1,joy
Fair enough.,6,6,sadness
"Whoa, this is going to be so much fun.",6,1,joy
it is going to be so much fun. Yes.,6,1,joy
Uh! I'm so happy that you're not going to go away.,5,1,joy
"Thank you. I know, I'm really, really, really excited.",1,1,joy
"Oh, I bet you're going to love it too.  You always wanted to go to U.S.C..",2,1,joy
"I know they have a really, really great program for what I want to do.",6,1,joy
"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",6,1,joy
Can we for real live together?,5,6,sadness
"Sure, why not.  I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want.",6,6,sadness
awesome.,6,1,joy
So should we get a place near campus? or-,5,6,sadness
That'll be great. That'll be great.,6,1,joy
"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?",5,6,sadness
not yet.,6,6,sadness
"Yeah, me either.",6,6,sadness
"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun.",5,1,joy
That happens. That happens at time,6,6,sadness
It's going to be ridiculous.  It's going to be so cool.,6,7,disgust
"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",6,3,anger
I'm not going to make fun of you.,6,3,anger
I'll have to make money and support us.,6,6,sadness
"[LAUGHTER] Oh, I'm going to be working too, I mean.",6,6,sadness
"Well, yeah, of course, but you're going to be working on your school stuff too, and partying that takes up a lot of time, right, especially at U.S.C., I hear it's a big party college.",6,6,sadness
I- I hear the same.,6,6,sadness
Woo- I I do.,6,5,neutral
"I don't know how I feel about that, but-",6,0,surprise
I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.,1,1,joy
You're a wild and crazy woman.,6,3,anger
"[LAUGHTER] Oh, it'll be awesome, that's for sure.",6,1,joy
"Uh huh, it will be awesome.",6,1,joy
Better than if I'd picked up and moved to Boston.,6,1,joy
"Oh, man, I'd have been so mad at you.  I'd have been so mad at you, because, what could I have done,",3,3,anger
"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",0,0,surprise
[LAUGHTER] by yourself.,6,6,sadness
you'd be that kid,6,6,sadness
"living near campus, and not going to school.",6,0,surprise
"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",6,1,joy
"Oh, it's going to be so much fun.",6,1,joy
"Well, congratulations. and to me too, because now I get to-have-",6,1,joy
We should go apartment shop-er-hunting.,6,6,sadness
That's a good idea.,6,1,joy
Let's go tomorrow.,6,6,sadness
"Tomorrow, tomorrow, tomorrow-",6,6,sadness
"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",6,6,sadness
Woo-,6,5,neutral
"Oh God, it's awesome... There's going to be tons of places. [garbage]",6,7,disgust
exciting.,6,1,joy
"Hi, sir.  How can I help you?",5,0,surprise
"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",6,5,neutral
"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month.",6,3,anger
"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",6,0,surprise
"you are a real human being.  Thank you very, very much.",6,1,joy
"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time.",6,6,sadness
"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",6,5,neutral
"I kwon, it is ridiculous",6,3,anger
"yeah, I understand.",6,6,sadness
"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",6,3,anger
Uh- when's when's-,6,6,sadness
"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",6,6,sadness
"Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong.",6,4,fear
"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",6,0,surprise
"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",5,3,anger
I got it in the mail.,6,6,sadness
In the mail?,5,5,neutral
"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",5,6,sadness
"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-",6,6,sadness
"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",6,6,sadness
All right. I-,6,6,sadness
"Okay so, I'll just look it up and you know see what's going on, maybe we can...",6,6,sadness
if I call it up on the screen.,6,6,sadness
"Okay, great, go ahead.",6,6,sadness
"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",5,6,sadness
It was one ninety eight sixty three. I paid the minimum.,6,6,sadness
"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",6,6,sadness
Wow.  I can't believe you're actually admitting to having a problem on your end.  That's a first.,6,5,neutral
"Well you know sometimes-- just with online transactions, things happens. so um-",6,6,sadness
"No, No, No, I am grateful.",6,1,joy
"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",6,6,sadness
Did they take-,6,6,sadness
"You do the direct the direct it um- it's taking right out of your bank account, correct?",5,6,sadness
"Yes, yes, exactly.",6,6,sadness
Yeah so- That --that did go through.,6,6,sadness
Are you taking the late fee off of my account then?,5,6,sadness
"Um- I can try to do that for you, certainly.",6,6,sadness
Because I paid it on time.,6,6,sadness
"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",6,6,sadness
"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone.",6,6,sadness
Well I'll give you my direct line and my number so you can- you can  get directly to me.,6,6,sadness
"That would be wonderful, that would be great seriously.",6,6,sadness
"thank you, what's the number?",5,5,neutral
ahh one eight hundred three two three,6,6,sadness
three two three,6,6,sadness
six four nine four,6,6,sadness
"six four nine four. That would be so great, thank you so much.",6,1,joy
"Yep, So--",6,6,sadness
You're welcome,6,6,sadness
I'm sorry that it was an inconvenience.,6,0,surprise
"It was horrible, but you've made it much better, thank you very much. Absolutely",3,4,fear
I am glad.,1,1,joy
Have a good day.,6,6,sadness
"You too, thank you so much, have a wonderful day.",6,1,joy
bye bye,6,0,surprise
bye,6,0,surprise
What's he going to say? Maybe we should tell him before he sees it.,5,6,sadness
"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",6,5,neutral
I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,0,5,neutral
No.  I figured it was best to leave him alone.,6,6,sadness
He cried hard.,6,0,surprise
He is thinking about him again.,6,6,sadness
"It's getting just like after Larry died, he's having dreams, he's walking around at night.",6,6,sadness
"I guess, he is.",6,6,sadness
What's the meaning of that?,5,6,sadness
I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,3,4,fear
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,6,6,sadness
"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",5,6,sadness
"What are you going to do, argue with him?",5,3,anger
"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",6,6,sadness
"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",5,4,fear
You can't just say that to him.,6,6,sadness
We have to say it to him!,5,3,anger
"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",5,6,sadness
"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",5,5,neutral
"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",5,6,sadness
"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",6,7,disgust
"All right, All right mom.  Listen!",5,6,sadness
"You know why I asked Annie here, don't you?",5,5,neutral
why?,5,5,neutral
Well I got an idea.  But what's the story?,5,6,sadness
"Well that's nobody's business but yours, Chris.",6,6,sadness
You know that's not just my business.,6,6,sadness
"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",5,5,neutral
So it's all right.  I can go ahead with it then?,5,6,sadness
Well you're want to make sure your father isn't you know going to--lose them,6,6,sadness
Then it's not only my business.  Sometimes you infuriate me.  You know that?,5,3,anger
"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",5,3,anger
She's not Larry's girl!,5,5,neutral
"As far as your father is concerned, he's not dead and you've no right to take his girl.",6,6,sadness
"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",6,6,sadness
"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",6,3,anger
"Well you're a considerate fellow, there's nothing wrong with that.",6,6,sadness
To hell with that!,5,3,anger
Have you asked Annie yet to marry you?,5,6,sadness
I want to get this settled first.,6,0,surprise
"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",5,6,sadness
"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me.",5,6,sadness
"The trouble is you don't see enough women, you never have",6,6,sadness
"well, that's a good reason, but it doesn't answer a thing.",6,6,sadness
"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?",5,5,neutral
"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",6,6,sadness
"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",5,3,anger
"All right, then, Mom.",6,6,sadness
"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.",1,6,sadness
"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",5,6,sadness
"I've been a good son for too long, a big sucker.  I'm through with it.",6,0,surprise
Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,5,6,sadness
The business?  The business?  It doesn't inspire me?,5,5,neutral
"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",5,1,joy
"Don't- you, you can't think like that!  Don't think like that!",5,3,anger
"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",5,3,anger
I know that Mom. I know.  Just you help me stay here.,6,6,sadness
"All right, but don't think like that.",6,7,disgust
She's been in New York three and a half years.  Why all of the sudden?,5,5,neutral
Well maybe.  Maybe she just wanted to see her again.,6,6,sadness
"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",5,3,anger
How do you know he is even thinking about it?,5,5,neutral
"Well, so what.",6,6,sadness
"Now, listen, Kate, just-",6,3,anger
She's not his girl.  She knows she's not.,6,6,sadness
"She's . . . Then why is she still single.  New York is full of men, why isn't she married?  Probably a hundred people told her she's foolish, but she's waited.",5,5,neutral
Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.,6,7,disgust
Look.  It's a nice day.  Why are we arguing?,5,1,joy
"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother.",6,4,fear
What do you want me to do? What do you want--,5,3,anger
I want you to pretend like he's coming back!,5,3,anger
"But, Kate...",6,6,sadness
"Because if he's not coming back, then I'll kill myself.",6,4,fear
"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",5,6,sadness
Calm yourself!,5,3,anger
"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",6,6,sadness
"All right, all right.  Calm yourself.",6,6,sadness
"You above all, have got to believe, Joe.",6,6,sadness
You've got to believe. You've got to--,6,5,neutral
What do you mean me above all?  Look at you.  You're shaking!,5,4,fear
I can't help it!,5,3,anger
I know.  It's going out of style isn't it?,5,6,sadness
"No, it's good.",6,1,joy
It's so lovely here.  The air is sweet.,2,1,joy
No.  But I'm not going to stay.,6,0,surprise
Well your mother has much as told me to leave.,6,6,sadness
Well--,6,6,sadness
"Well, you saw that! And you.  You've been-",5,5,neutral
Well sort of embarrassed soon as I came.,6,7,disgust
Well the plan was to kind of sneak up on you over a period of a week or so.  But uh- they take it for granted that we're all set.,6,6,sadness
I figured they would- your mother at least.,6,6,sadness
"Well, from her point of view why else would I come?",5,6,sadness
"Well, would you want to?  I guess you know this is why I asked you to come.",5,6,sadness
"Anne, I love you.  I love you a great deal.  I love you!",5,1,joy
"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know.",6,5,neutral
"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",5,0,surprise
"Chris, I've been ready for a long time.",6,6,sadness
"Then, he's gone forever-you're sure?",5,5,neutral
"Annie, why didn't you say something to me?",5,3,anger
Well I was waiting for you!  I mean I didn't-until then you hadn't written and when you write- when you wrote what did you say?  I mean you sure can be ambiguous Chris.,5,5,neutral
"Give me a kiss, Ann. Give me a-",6,6,sadness
Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,5,5,neutral
I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,5,5,neutral
"Oh Annie, we're going to live now.  I'm going to make you so happy.",1,1,joy
"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",5,6,sadness
Let's Let's drive someplace.  I- I want to be alone with you.,6,0,surprise
"No, what is it, your mother?",5,3,anger
"What is it?  Even in your letters, there is something ashamed.",5,7,disgust
"It's- It's mixed up with so many other things, I-",6,6,sadness
Remember when I was overseas?  I was in command of the company.,5,5,neutral
yeah sure.,6,6,sadness
Yeah.  I lost them.,6,0,surprise
how many?,5,5,neutral
just about all.,6,6,sadness
Oh gee.,6,5,neutral
Takes a little time to toss something like that off you know because they weren't just men-,6,6,sadness
"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",6,6,sadness
"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",6,7,disgust
I mean that exactly that-a little more selfish and they would have still been here today.,6,3,anger
"And I got an ideal, watching them all go down.  Everything was being destroyed see and-",6,3,anger
"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",5,5,neutral
And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,6,6,sadness
And then I went home and it was incredible.  It had no meaning here.,6,5,neutral
"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",6,4,fear
And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,6,7,disgust
"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",5,7,disgust
"And if you're not, then it's all just loot and it's got blood on it, and I don't want any of it!  And, I guess that included you.",5,7,disgust
Do you still feel like that?,5,6,sadness
"I I want you now, Annie.",6,6,sadness
"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",5,3,anger
"Oh Annie.  Annie, I am going to make you a fortune!",5,1,joy
"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",5,5,neutral
actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,5,4,fear
"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?",5,5,neutral
"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",5,5,neutral
"The flashlight, the silver one, there's only one, isn't there?",5,5,neutral
It's ours- our flashlight.  It's yours and mine.,6,6,sadness
"Well, Sure.",6,6,sadness
"I mean you keep saying ,my flashlight, as if it's somehow just yours.  How's that suppose to make me feel?",5,6,sadness
"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",5,5,neutral
"Well, I hope the moon stays out.  Well, I wonder do they always wander during a full moon?  I can't remember, wasn't it full last year?  Do you remember?",5,5,neutral
yes.,6,6,sadness
"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",5,5,neutral
"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.",6,5,neutral
[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,6,5,neutral
I am cold.,6,0,surprise
you want my jacket?,5,5,neutral
"Are you kidding?  We'd miss it. We just got here, what's the point of coming out here if we are just going to leave.",5,5,neutral
There is no point in coming out here.,6,6,sadness
"No, no, no.  That's not my point.  My point is what's the point in coming down here if we are just going to turn around and go home.  Don't you want to see it?",5,3,anger
I just don't.,6,6,sadness
"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.",6,1,joy
"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",6,5,neutral
"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die.",5,5,neutral
"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",6,6,sadness
This is a big night for these guys.  Life's last orgy. Yeah,6,1,joy
"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",5,5,neutral
"Okay, but they are fish that do something that no other fish do.  Like the swallows returning to Capistrano, or the lemmings jumping off a cliff you know like that.",6,6,sadness
There's There's mystery here and magic.  A little bit of the unexplainable.  I can't understand how you could not be interested.,6,5,neutral
I am just not.,6,6,sadness
"I don't get it, the first time we came out here, you said it was the best night of your life and last year I remember distinctly you were so excited that you stuff your toe pushing me out of the door and you didn't notice it until you got into the car.",1,5,neutral
"Last year you also remember, our shoes got wet and I got sand in my panties and we got into a big fight.  You had a sore throat and we did not see the grunions.",6,7,disgust
We just weren't in a good spot.  This is a much better spot.  I got a great instinct for these things.,6,6,sadness
"Look there, what's that?  Is it?  Is that a--Ah, it's a seaweed isn't it?",5,5,neutral
"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",6,1,joy
"Somewhere out there, is a giant mass of silver fish all swimming in this direction.  They don't know why and we don't know why. They didn't get an invitation.  And it wasn't a vote- it wasn't a decision.  And nobody sent them a map or anything like that.",6,5,neutral
It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,6,6,sadness
