Text,Label,Unique_Label
"Well, I can't leave without it. I mean, Could you find out?",6,6721
"Well, I'm not a miracle worker.  I don't know what I can do for you.  I don't have the bag right here.",5,6722
"Right, well can you get on the computer maybe and like track it down and see when it's going to get here?",6,6723
"Well, as I told you, it left Heath Row and it seems to have arrived here.  But if you can't find it, then-are you sure you know what your bag looks like?",6,6724
"Yes, sir, I know what my bag looks like.",6,6725
"Okay, and what is that?  What kind of bag is it?",6,6726
Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,6,6727
And you couldn't find it?,5,6728
"No, it didn't turn up at the baggage claim.",6,6729
Are you sure?,5,6730
I mean we've gone through all of this.  I've been to five people already who--,6,6731
"Well, obviously, that wasn't me, so I'm going to have to ask you the same questions they asked you just so we can get to the same point.",6,6732
Okay.,6,185
"All right?  Now, um- it's green, travel bag, you couldn't find it.  And was there something important in it that you need it?",6,6733
"Yes, lots of really like -- sentimental value only, but--",6,6734
Sentimental value.,6,6735
#NAME?,6,1025
"Right.  Well, I don't know what to tell you. Um- What I can offer you is a fifty dollar voucher on your next flight.",6,6736
"That's not going to cut it. Like, Really, I really need to get this bag back.",6,6737
"No, I understand. I mean. It's got to be tough all those sentimental things, but um- this is all I can do for you.",6,6738
Does this happen often?  Do they--you just lose baggage and you just offer people money for it?,5,6739
"Well, you know, sometimes that's--really, I mean what else could we do?",5,6740
Uh- Not lose the baggage in the first place. I mean You're offering a service here. I paid so much money for that ticket.,5,6741
"Well,",6,2053
Obviously ma'am.,6,6742
"I am sorry, ma'am.",0,6743
"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",6,6744
"Obviously, we're not trying to lose your luggage.  Do you really believe that we're trying to lose your luggage ma'am?",5,6745
"No, but I mean like why can't- why can't you find it?  Where did it go?  Who lost it?",5,6746
"Well, if I knew that, then I'd know where it was, wouldn't I?",6,6747
"Well, I just-I paid so much money for this ticket.  I feel like you guys should be able to get-to offer me more than a fifty dollar voucher.",1,6748
"Well, we're talking about one bag.  You personally made it here, didn't you?",6,6749
"Yeah, meaning I didn't die in a fiery plane crash.  How convenient, but um- I paid two thousand dollar to ride your airline, and I would really appreciate getting my bags there to my destination in one place.",1,6750
That's what the cost of the ticket was for.,6,6751
"Ma'am, international flights are not cheap and there's many reasons for that.  It does not have solely to do with your baggage or-",6,6752
"Right, but part of the agreement is that I'm paying so that I can take myself and my belongings with me.",6,6753
"Right. Yes, ma'am.",6,6754
And that you're going to transport them safely from one place to another.,6,6755
"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",6,6756
"That's all you can offer me? I mean, my the stuff in there is worth way more than fifty dollar.",5,6757
"Well, I understand that.  Did you buy flight insurance?",5,6758
No.,6,136
"Well, my hands are really tied then.",6,6759
Why do I need flight insurance?  Why don't you guys just guarantee that you're going to get the stuff that I leave with to my destination?,5,6760
"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",6,6761
"Right, but if I'm riding a bus, I don't need to buy luggage insurance that the backpack I take on is going to get to my destination with me.",6,6762
"Well, of course not because you've got your backpack with you the whole time.  Now, if you--you said this was a travel bag.  Why weren't you carrying it on if it was so important?",6,6763
Because they made me check it.  It's too heavy.,0,6764
"Uh, so it was really heavy.",6,6765
"So I would have carried it on, but they made me check it and then they lost it.",0,6766
"Well, you know what, it could still turn up, but until then I can offer you this fifty dollar voucher.",6,6767
There's nothing else you can do?,6,6768
"I'm sorry, ma'am, there's nothing else I can do.  My hands are really tied here.  I really wish there was something else I could do for you.",0,6769
I don't believe that for a second.,5,6770
Well I don't know why you wouldn't believe that.,5,6771
"Obviously, I'm doing everything that I can here.",6,6772
"No, I don't think you are. I mean If you were doing everything you could, you'd either give me more money or you'd figure out where my bag is.",6,6773
"Well, I have no way to give you more money.  I'm giving you as much money as I can, and figuring- as far as figuring out where you bag is-",6,6774
What do you mean as you can?  Who makes up these rules?,5,6775
makes up?,5,6776
You're an autono- autonomous human being.  You could- You could go into the com-,6,6777
"The airline makes these rules, mom ma'am.",6,6778
You could go into the computer and- you know- print-,6,6779
I've gone into the computer.  I told you exactly what I can see in the computer that your luggage did arrive here.,6,6780
"So I'm just supposed to oh, well, oops, my luggage is gone and be fine with that and take your stinking fifty dollar voucher?",6,6781
"Well, you can take my stinking fifty dollar voucher and go home and wait and see if your luggage turns up. And if it does, then we'll deliver it to you.",6,6782
And you have no guarantee.,6,6783
"I have no guarantee, absolutely not.",6,6784
This is ridiculous.,6,2384
How can I guarantee finding your luggage when it's lost?,3,6785
"Uh- Because you guys lost it, so it should be your responsibility to find it, too.",6,6786
"Right, well, when you're at home and you lose something, do you guarantee that you're going to find it later on?",6,6787
"Oh, come on.  Would you cut it out?  This is ridiculous.",3,6788
"Well, it sounds to me like you're being ridiculous",6,6789
"No, I don't think I am.  I like have a whole bunch of stuff that means a lot to me, and I brought it you know from Africa.  It's not like I can just go back and get it whenever I want.",6,6790
Right.,6,533
It's not like I can go to Kmart and buy another.,6,6791
"I understand that, ma'am, but things get lost.  There's nothing I can do about that.  Things happen.  Accidents happen.",0,6792
"And while I really would love to be able to hand you your bag right now, obviously I can't do that.",0,6793
okay fine.,3,6794
So you'd like the fifty dollar voucher?,6,6795
"Yeah, I'll take your fifty dollar voucher.",6,6796
"Okay, just fill out these three forms, and um- you'll- we'll have that sent to you within the next three weeks and, of course, we'll definitely keep an eye out for your bag.",6,6797
Thanks.,6,1839
You have a wonderful day.,1,6798
What's wrong Melissa?,3,6799
A good friend of mine passed away the other day.,0,6800
"Oh no, I'm so sorry. What happened?",0,6801
"Oh they had some pretty progressive cancer,",6,6802
"metastasized and it was old and they knew that it wasn't looking good, but-",6,6803
That's the worst.  I'm so sorry.  Did you know him well?,6,6804
Yeah.  We were.  Pretty close.,5,6805
[BREATHING],6,428
"I am so sorry,  It's-",0,6806
It's the worst when they go like that. [GARBAGE] Was he young?,6,6807
Kind of.,6,6808
"It's hard to watch when it's painful for them, you know.",0,6809
"Absolutely, absolutely.",6,6810
It's the think,6,6811
"I just, I don't know.",5,6812
There's no reason for it.,3,6813
I know.,6,39
And he could of...  He was pretty awesome,5,6814
Yeah?  What'd he do?  What did they do?  How'd you know him?,5,6815
"Uh,  We grew up together.",6,6816
yeah.,6,3071
"Is he an actor too, or-?",6,6817
"Yeah, he kind of did a lot of things, but we acted together, sometimes.",6,6818
"I feel really bad for his family, you know.",0,6819
"Yes of course, of course.",6,6820
"It must be really, really hard to lose a child.",0,6821
Was he very close to his family?,6,6822
"Yeah.  And they were really supportive, like through the whole process, but-",1,6823
yeah.,6,3071
[BREATHING],6,428
I can't imagine what his- what his parents are going through.,5,6824
Of course not.  You have no idea what it's like to lose a kid.,6,6825
"Yeah, I'm just going to miss him.",0,6826
"Of course. If there's anything I can do, you just let me know.  Okay?",6,6827
Thank you.,6,247
Of course.,6,6695
Is there a funeral planned? or-,6,6828
"Yeah, they're going to do some sort of memorial service or something.",6,6829
"Cool, Well, If you want me to go with you, I will.",6,6830
Thanks.,6,1839
No problem.,6,6831
"It's really bizarre, you know, when you know somebody really well, and then...",5,6832
something happens and they die and it's like-,6,6833
"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped.",5,6834
"Right, it just doesn't make any sense, it's not real.  It doesn't feel real.",6,6835
yeah.,6,3071
[BREATHING],6,428
"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess.",6,6836
yeah.,6,3071
That's the best way to put it.,6,6837
It's hard to say good-bye.,0,6838
Absolutely.,6,6839
[BREATHING],6,428
"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be.",0,6840
[LAUGHTER],6,452
yeah yeah.,6,6841
So guess what.,6,6842
what,6,6843
I got into college.,1,6844
"Shut up.  What'd you get, where'd you get accepted to? please",3,6845
U.S.C..,6,2617
"Oh, sweet.",1,6846
yeah.,6,3071
So you're not going to leave me.,3,6847
No.,6,136
"oh, good good good good good good.",1,6848
I'll stay in town.,1,6849
Are you going to live on campus?  Where are you going to live?,5,6850
Uh- I don't know.,5,6851
Uh! stay over here.  Like travel to school. because you are so close to me,1,6852
"Well, I don't want to, I don't want to live with my mom.",0,6853
"Okay, you're right, you're right, you're right,  right.  Maybe we should get a place together.",6,6854
Whoa.  What an idea.  Where would you want to live?,5,6855
That'll be awesome.,1,1873
"I don't know.  Well.  I wouldn't mind living by the U.S.C. campus, you know, but I'm not going to go to school right now, so.",0,6856
That's fine.  You don't have to go to school to live near U.S.C..,6,6857
I know.,6,39
But I'd love to go all the US- all the U.S.C. parties and do all that crazy stuff with you.,1,6858
Fair enough.,6,6859
"Whoa, this is going to be so much fun.",1,6860
it is going to be so much fun. Yes.,1,6861
Uh! I'm so happy that you're not going to go away.,1,6862
"Thank you. I know, I'm really, really, really excited.",1,6863
"Oh, I bet you're going to love it too.  You always wanted to go to U.S.C..",1,6864
"I know they have a really, really great program for what I want to do.",1,6865
"You're going to have so much fun.  And there's lo- tons of people, you're going to meet so many people, I'm going to meet so many people too, because we're going to be there together.",1,6866
Can we for real live together?,6,6867
"Sure, why not.  I don't know why not, I'm not doing anything I have no plans, I could live anywhere I want.",6,6868
awesome.,1,6869
So should we get a place near campus? or-,6,6870
That'll be great. That'll be great.,1,6871
"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?",6,6872
okay.,5,4368
not yet.,6,6873
"Yeah, me either.",6,6874
"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun.",1,6875
That happens. That happens at time,6,6876
yeah.,6,3071
It's going to be ridiculous.  It's going to be so cool.,6,6877
"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",3,6878
I'm not going to make fun of you.,3,6879
I'll have to make money and support us.,6,6880
"[LAUGHTER] Oh, I'm going to be working too, I mean.",6,6881
"Well, yeah, of course, but you're going to be working on your school stuff too, and partying that takes up a lot of time, right, especially at U.S.C., I hear it's a big party college.",6,6882
I- I hear the same.,6,6883
Woo- I I do.,5,6884
"I don't know how I feel about that, but-",0,6885
I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.,1,6886
oh yeah.,6,3332
oh yeah.,6,3332
You're a wild and crazy woman.,3,6887
"[LAUGHTER] Oh, it'll be awesome, that's for sure.",1,6888
"Uh huh, it will be awesome.",1,6889
Better than if I'd picked up and moved to Boston.,1,6890
"Oh, man, I'd have been so mad at you.  I'd have been so mad at you, because, what could I have done,",3,6891
"living near the U.S.C. campus by myself, not going to school there. just really pathetic and sad.",0,6892
[LAUGHTER] by yourself.,6,6893
you'd be that kid,6,6894
"living near campus, and not going to school.",0,6895
"Exactly.  Mooching off of all like the college experiences, that would've been me but you have saved me from that disaster. Thank you. Thank you very much.",1,6896
[LAUGHTER],6,452
"Oh, it's going to be so much fun.",1,6897
yeah.,6,3071
"Well, congratulations. and to me too, because now I get to-have-",1,6898
We should go apartment shop-er-hunting.,6,6899
That's a good idea.,1,6900
Let's go tomorrow.,6,6901
"Tomorrow, tomorrow, tomorrow-",6,6902
yeah.,6,3071
"Good.  We'll have to have one soon, you're going to have to go to school in a couple of months.",6,6903
Woo-,5,6904
"Oh God, it's awesome... There's going to be tons of places. [garbage]",6,6905
exciting.,1,6906
"Hi, sir.  How can I help you?",0,6907
"Oh, thank God.  Do you know how long I've been on the phone for half an hour trying to talk to a freaking human being.",5,6908
"All I want to do is put my, pay for my freaking credit card, and there's something wrong in my bill, Like I swear, it says I didn't paid last month, but I know I paid last month.",3,6909
Okay.,6,185
"I put- I've been typing my number in millions of times, it won't listen to me, it's not working, and I can't get a single human being, and finally-",0,6910
"you are a real human being.  Thank you very, very much.",1,6911
"[LAUGHTER] All right.  I'm sorry, sir that you've been having a hard time.",6,6912
"This is ridiculous.  I- I seriously, I don't understand why you think these automated systems are supposed to like work for anybody.  They have never, ever work for me.",5,6913
"I kwon, it is ridiculous",3,6914
"yeah, I understand.",6,6915
"Can you like talk to somebody about this, can you like can you tell them that this is ridiculous and can they change it from now on, is there a phone number you have that I can call that will like automatically be talking to somebody a human being.",3,6916
Uh- when's when's-,6,6917
Sir-,6,3877
"If yeah, well if you just slow down we'll um, we'll definitely have your problem solved and after we have your problem solved, then I can transfer you to a manager, someone who can you know, you can voice your complaint to, who will be able to something about it.",6,6918
"Well, okay ,well First off, fine, fine, fine.  Let's see, first off, um- yeah my bill's wrong.",4,6919
"Like I know I paid last month, but it hasn't been paid and you charged me a late fee.",0,6920
"Okay, so where?, okay, all right, so where did you uh- locate your your bill?",3,6921
I got it in the mail.,6,6922
In the mail?,5,6923
yeah,6,3082
"So is it, is- is it at all possible that maybe this statement is just old and that the transaction hadn't been processed yet?",6,6924
"Well, when I look online, it says, it says that I was charged a late fee so I'm assuming that I paid on your web site-",6,6925
Okay.,6,185
"like I paid right through your own company before my due date but it's still and it even shows my payment there, and then it charged me the late fee afterwards.",6,6926
Okay.,6,185
All right. I-,6,6927
"Okay so, I'll just look it up and you know see what's going on, maybe we can...",6,6928
Okay.,6,185
if I call it up on the screen.,6,6929
"Okay, great, go ahead.",6,6930
"So in the database, it looks as though um, there is a there is like a glitch in the transaction where it hadn't gone through before, but I do see that you paid the, what can you tell me the amount, what was the amount?",6,6931
It was one ninety eight sixty three. I paid the minimum.,6,6932
"Okay, I do see that on here, and it says that um, it had some trouble clearing for some reason.  And I think that was the problem on our end.  So um-",6,6933
Wow.  I can't believe you're actually admitting to having a problem on your end.  That's a first.,5,6934
"Well you know sometimes-- just with online transactions, things happens. so um-",6,6935
"No, No, No, I am grateful.",1,6936
Absolutely.,6,6839
"Yeah, we- Somebody went in and- and cleared the problem and it looks like you're all paid.",6,6937
Did they take-,6,6938
"You do the direct the direct it um- it's taking right out of your bank account, correct?",6,6939
"Yes, yes, exactly.",6,6940
Yeah so- That --that did go through.,6,6941
Are you taking the late fee off of my account then?,6,6942
"Um- I can try to do that for you, certainly.",6,6943
Because I paid it on time.,6,6944
"Right, right, and since--yeah, since it was just a computer glitch, then that's that should be cleared up as well.  So I'm going to go ahead and try and put that into the computer.  And if for some reason you notice on your statement in a few days that you've been charged and an overdue fee, then you should just call back and we'll have that.",6,6945
Right.,6,533
"Yeah, but if I call back, I'll have to go through this whole rigmarole again. and try to get a hole or someone.",6,6946
Well I'll give you my direct line and my number so you can- you can  get directly to me.,6,6947
Really?,5,123
yeah.,6,3071
"That would be wonderful, that would be great seriously.",6,6948
No problem.,6,6831
"thank you, what's the number?",5,6949
ahh one eight hundred three two three,6,6950
three two three,6,6951
six four nine four,6,6952
"six four nine four. That would be so great, thank you so much.",1,6953
"Yep, So--",6,6954
You're welcome,6,6955
oh.,6,3072
I'm sorry that it was an inconvenience.,0,6956
"It was horrible, but you've made it much better, thank you very much. Absolutely",4,6957
I am glad.,1,6958
Have a good day.,6,6959
"You too, thank you so much, have a wonderful day.",1,6960
bye bye,0,6961
bye,0,6962
What's he going to say? Maybe we should tell him before he sees it.,6,6963
He saw it.,6,318
How could he see it?  I was the first one up.  He was still in bed.,5,5357
He was out here when it broke.,4,320
When?,5,321
"Around Four this morning, and there was a crack and I looked out.  We're standing right there when I cracked.",5,6964
What was he doing out here at four in the morning?,5,1951
I don't know.  but When it cracked he ran back into the house and start to cry in the kitchen.,5,6965
Did you talk to him?,5,1174
No.  I figured it was best to leave him alone.,6,6966
He cried hard.,0,6967
I could hear him right through the floor of my room.,4,1955
He is thinking about him again.,6,6968
"It's getting just like after Larry died, he's having dreams, he's walking around at night.",6,6969
"I guess, he is.",6,6970
What's the meaning of that?,6,6971
I don't know the meaning of it.  But I know one thing mom did.  We made a terrible mistake with dad.,4,6972
What?,5,328
Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,6,6973
"What do you mean, dishonest?",3,3444
"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",6,6974
"What are you going to do, argue with him?",3,6975
"No um, I don't want to argue with him, but it's time we realized that nobody else believes that Larry is alive.",6,6976
"Why shouldn't he dream about him, walk around during the night, looking for him um.  Do we contradict him?  Do we say outright that we don't have any hope anymore, that we haven't had any for years now?",4,6977
You can't just say that to him.,6,6978
We have to say it to him!,3,6979
"How are you going to prove it, I mean, there's no body and there's no grave.  So what are you going to do? Do you have proof?",6,6980
"For God's sake, mom, three years.  Nobody comes back after three years!  It's insane!",5,6981
"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",6,6982
"Sit down, mom.  I want to talk to you.",0,6153
"The trouble with the god damned newspapers, I mean every week, they do a story about some boy's been gone longer than Larry and he comes back, so the next one is gonna--",6,6983
"All right, All right mom.  Listen!",6,6984
"You know why I asked Annie here, don't you?",5,6985
why?,5,6986
You know.,6,344
Well I got an idea.  But what's the story?,6,6987
I'm going to ask her to marry me.,1,346
"Well that's nobody's business but yours, Chris.",6,6988
You know that's not just my business.,6,6989
"What- What am - what are you going to do, I mean you're old enough to make up your own mind?",5,6990
So it's all right.  I can go ahead with it then?,6,6991
Well you're want to make sure your father isn't you know going to--lose them,6,6992
Then it's not only my business.  Sometimes you infuriate me.  You know that?,3,6993
"You know that?  Isn't it your business too, if I tell dad, and he gets, throws a fit about it?   you have such a talent for ignoring things!",3,6994
I ignore what I got to ignore.  The girl is Larry's girl.,6,6162
She's not Larry's girl!,5,6995
"As far as your father is concerned, he's not dead and you've no right to take his girl.",6,6996
"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",6,6997
"I don't know why it is.  But every time I reach out for something I want, I have to pull back because other people will suffer.  My whole bloody life, time after time, after time.",3,6998
"Well you're a considerate fellow, there's nothing wrong with that.",6,6999
To hell with that!,3,7000
Have you asked Annie yet to marry you?,6,7001
I want to get this settled first.,0,7002
"Well how did you know that she will go along with it, I mean maybe she feels the same way as your father?",6,7003
"Well, if she does, then that's the end of it, but from her letters it sounds like she's forgotten about it.  I'll find out and then we'll thrash it out with Dad, all right?  Mom, don't avoid me.",6,7004
"The trouble is you don't see enough women, you never have",6,7005
"So what, I'm not fast with women.",6,1991
Well I just don't see why it has to be Annie.,5,4475
Because it is.,6,370
"well, that's a good reason, but it doesn't answer a thing.",6,7006
"I can't help it.  I know her best.  I was brought up next door to here, the easiest, when I think of somebody for my wife, I think of Annie.  Do you want a diagram?",5,7007
"No, I don't want a diagram, but, Chris, your father thinks Larry's coming back.",6,7008
"You marry his girl, and you're pronouncing him dead.  Now what's going to happen to your father, do you know?  I don't.",3,7009
"All right, then, Mom.",6,7010
Give it some more thought.,6,1217
"I've given it three years of thought.  And hope by now that he wouldn't.  Can you forget about Larry an-- and we can have a regular wedding and have everybody be happy.  But that can't happen here, I'm set to get out.",6,7011
What the hell is this?,3,383
"I'll get out. I'll get married and live some place else.  Maybe, maybe New York?",6,7012
Are you crazy?,3,385
"I've been a good son for too long, a big sucker.  I'm through with it.",0,7013
Wait a minute.  Tell me this.  Do you mean to say that you would leave the business?,6,7014
The business?  The business?  It doesn't inspire me?,5,7015
Must you be inspired?,6,2005
"Yes!  I like it an hour a day.  If I had to grub for money all day long, I like to come home to something beautiful.  I want a family.  I want- I want kids.  I want to build something I can give myself to. and Annie is in the center of that, and now where do I find it?",1,7016
"Don't- you, you can't think like that!  Don't think like that!",3,7017
Then help me stay here.,6,395
"All right!  But don't think like that, because I mean, what the hell did we do all this for, Chris?  The whole business it's all for you!  The whole shooting match is for you!",3,7018
I know that Mom. I know.  Just you help me stay here.,6,7019
"All right, but don't think like that.",6,7020
I am thinking like that.,6,1235
"I don't understand you, do I?",5,400
No.  You don't.  I'm a pretty tough guy.,4,401
"Yeah, I can see that.",6,6187
Why did you invite her here?,5,3521
Why does that bother you?,3,404
She's been in New York three and a half years.  Why all of the sudden?,5,7021
Well maybe.  Maybe she just wanted to see her again.,6,7022
Nobody comes seven hundred miles just to see.,6,407
"What did you mean? He lived next door to the girl all of his life, why wouldn't he want to see her again? Don't look at me like that, he didn't tell me any more than he told you.",3,7023
He's not going to marry her.,0,410
How do you know he is even thinking about it?,5,7024
It's got that about it.,6,412
"Well, so what.",6,7025
"What's going on here, Joe?",5,2022
"Now, listen, Kate, just-",3,7026
She's not his girl.  She knows she's not.,6,7027
You can't read her mind.,6,417
"She's . . . Then why is she still single.  New York is full of men, why isn't she married?  Probably a hundred people told her she's foolish, but she's waited.",5,7028
How do you know why she's waited?,5,2026
Because she knows what I know - she's faithful as a rock and my worst moments I think of her waiting and I know again that I'm right.,6,7029
Look.  It's a nice day.  Why are we arguing?,1,7030
"Nobody in her- this house dares shake her faith.  Strangers might, but not his father, and not his brother.",4,7031
What do you want me to do? What do you want--,3,7032
I want you to pretend like he's coming back!,3,7033
"But, Kate...",6,7034
"Because if he's not coming back, then I'll kill myself.",4,7035
[LAUGHTER],6,452
"Laugh.  Laugh at me, but what happens the night that she goes to sleep in his bed, and his memorial breaks in pieces?",6,7036
Calm yourself.,6,429
"Believe with me, Joe.  I can't stand alone.",0,5428
Calm yourself!,3,7037
"Only last week, another boy turned up in Detroit, been missing longer than Larry, you read it yourself.",6,7038
"All right, all right.  Calm yourself.",6,7039
"You above all, have got to believe, Joe.",6,7040
"Why me, above all?",5,3544
You've got to believe. You've got to--,5,7041
What do you mean me above all?  Look at you.  You're shaking!,4,7042
I can't help it!,3,7043
"What have I got to hide?  What the hell is the matter with you, Kate?",3,435
You're the only one I know who loves his parents.,6,2044
I know.  It's going out of style isn't it?,6,7044
"No, it's good.",1,7045
It's so lovely here.  The air is sweet.,1,7046
So you're not sorry you came?,5,6210
No.  But I'm not going to stay.,0,7047
Why?,5,343
Well your mother has much as told me to leave.,6,7048
Well--,6,7049
"Well, you saw that! And you.  You've been-",5,7050
What?,5,328
Well sort of embarrassed soon as I came.,6,7051
Well the plan was to kind of sneak up on you over a period of a week or so.  But uh- they take it for granted that we're all set.,6,7052
I figured they would- your mother at least.,6,7053
How did you know?,5,3563
"Well, from her point of view why else would I come?",6,7054
"Well, would you want to?  I guess you know this is why I asked you to come.",6,7055
I guess this is why I came.,6,2821
"Anne, I love you.  I love you a great deal.  I love you!",1,7056
"I- I -I have no imagination, that's all I know what to say, I-I'm embarrassing you. I I didn't want to tell you here.  I wanted it to be some place different, some place where we could be new to each other you know.",5,7057
"You feel it's wrong here, don't you- this yard, this chair?  I want you to be ready for me Annie.  I don't want to win you away from anything.",0,7058
"Chris, I've been ready for a long time.",6,7059
"Then, he's gone forever-you're sure?",5,7060
I almost got married two years ago.,1,459
Why didn't you?,5,460
You started to write me.,6,461
You felt something that far back?,5,462
Every day since.,6,463
"Annie, why didn't you say something to me?",3,7061
Well I was waiting for you!  I mean I didn't-until then you hadn't written and when you write- when you wrote what did you say?  I mean you sure can be ambiguous Chris.,5,7062
"Give me a kiss, Ann. Give me a-",6,7063
Oh God- I kissed Annie! I can't believe I kissed Annie!  How long I've wanted to do this.,5,7064
I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,5,7065
"Oh Annie, we're going to live now.  I'm going to make you so happy.",1,7066
"Not like that, you're not.",6,3587
I kissed you.,6,473
"Like Larry's brother.  Do it like you, Chris.  Chris, what's the matter?",6,7067
Let's Let's drive someplace.  I- I want to be alone with you.,0,7068
"No, what is it, your mother?",3,7069
"No, nothing like that.",6,5458
"What is it?  Even in your letters, there is something ashamed.",6,7070
"Yeah, I suppose I have been.  But it's going from me.",6,2075
I don't know how to start.,4,2077
It wouldn't work like this.,6,483
"It's- It's mixed up with so many other things, I-",6,7071
Remember when I was overseas?  I was in command of the company.,5,7072
yeah sure.,6,7073
Yeah.  I lost them.,0,7074
how many?,5,7075
just about all.,6,7076
Oh gee.,5,7077
Takes a little time to toss something like that off you know because they weren't just men-,6,7078
"for instance, there's this one time.  It had been raining for several days.  And this kid came up to me and gave me his last pair of dry socks. you know, He just put them in my pocket.",6,7079
"I know that- that's not a big thing, but it's just the kind of guys I had. They didn't die. They- They killed themselves for each other.",6,7080
I mean that exactly that-a little more selfish and they would have still been here today.,3,7081
"And I got an ideal, watching them all go down.  Everything was being destroyed see and-",3,7082
"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",5,7083
And to show that-to-to bring that back onto the earth again like a- like a monument.  And everyone would have it standing behind them and- and it would make a difference for them.,6,7084
And then I went home and it was incredible.  It had no meaning here.,5,7085
"It was all like some kind of bus accident to them.  I went back to work with my dad, in that whole rat race again.",4,7086
And I felt what you said- ashamed somehow-because nobody had changed at all.  It seemed to make suckers out of a whole lot of guys. and,6,7087
"It felt wrong to be alive-to open that bank-book; to buy that new car; to look at that new refrigerator.  I mean, you can take those things out of the war, but if you drive that car, you have to know that that comes from the love that a man has for a man.  And you've got to be a little bit better than that!",6,7088
"And if you're not, then it's all just loot and it's got blood on it, and I don't want any of it!  And, I guess that included you.",6,7089
Do you still feel like that?,6,7090
"I I want you now, Annie.",6,7091
"Because you can't feel like that anymore Chris, you hear me?  I mean everything that you have, you deserve.  And that includes me.  And your father?  Your father put hundreds of planes in the air, you should be proud.  A man should be paid for that.",3,7092
"Oh Annie.  Annie, I am going to make you a fortune!",1,7093
What would I do with a fortune?,3,504
"What time is it?  Isn't it supposed to start running around midnight?  This is great, isn't it?  Look at this great night we got here.  Couldn't be better--",5,7094
actually I was hoping to go a little bit further up the coast to get away from the lights and the people but I was afraid I will miss it.  How are you doing?,4,7095
Fine.,3,507
"Is that--no, no no is that foam?  I can't even tell, although if I- if I can't tell, it probably isn't it?  Right It'll probably be unmistakable, but don't you think?  How you doing?",5,7096
"Oh no, you know what I did.  I forgot my flashlight.  How could I be so stupid?  I can't believe I forgot my flashlight.",5,7097
What flashlight?,5,513
"The flashlight, the silver one, there's only one, isn't there?",5,7098
It's not your flashlight.,6,4592
Whose is it?,5,516
It's ours- our flashlight.  It's yours and mine.,6,7099
"Well, Sure.",6,7100
"I mean you keep saying ,my flashlight, as if it's somehow just yours.  How's that suppose to make me feel?",6,7101
"No, Of course, you are right.  Our flashlight.  Me flashlight is you flashlight naturally.  How can we not think to bring it?",5,7102
"Well, I hope the moon stays out.  Well, I wonder do they always wander during a full moon?  I can't remember, wasn't it full last year?  Do you remember?",5,7103
yes.,6,7104
"Are you cold?  You want my jacket?  We should have bought a blanket.  Our blanket-.  This is great, isn't it?",5,7105
"I didn't even think to bring a six-pack.  A six-pack would be just the thing right about now. I can't believe I forgot.  And look at kid, I am surprise I make it out of the house about flies it.",5,7106
[LAUGHTER] I wonder if they can hear me talk or if they can feel the vibration in the sand when we are moving around,5,7107
I am cold.,0,7108
you want my jacket?,5,7109
"It's after eleven, let's go home.",6,1348
"Are you kidding?  We'd miss it. We just got here, what's the point of coming out here if we are just going to leave.",5,7110
There is no point in coming out here.,6,7111
Right.,6,533
That's my point.,6,534
That's my point too.,6,1350
So let's go.,6,2864
"No, no, no.  That's not my point.  My point is what's the point in coming down here if we are just going to turn around and go home.  Don't you want to see it?",3,7112
Not particularly.,6,538
Why not?,6,179
I just don't.,6,7113
"Honey, this is a natural phenomenon. I mean,  It happens like once a year.  It's a great opportunity.",1,7114
"Think about people in Kansas, they have to get a- a plane reservation and a hotel reservation just to see this uh- but we are just forty minutes away.  Too good to pass up.",5,7115
"Pass up what?  Its little fish, one month on the beach and they flop around and they swim away and then they die.",5,7116
"Yeah but that moment on the beach is the highlight of their little lives, all that flopping around is laying eggs or what you- mating or spawning or something like that.",6,7117
This is a big night for these guys.  Life's last orgy. Yeah,1,7118
"What are you so excited about?  I mean it's not--it's not rocket science we are talking about, its fish.  Its fish nobody even eats.",5,7119
Yeah they do.,6,545
Augie.,6,4615
